Name	In_TC1	In_TC4	In_TC6	In_TC8	QY1	QY2	QY4	QY5
3-Methylhistamine	3097540.543	727243.6648	7435820.589	872950.3009	8839221.198	20907026.5	2083643.88	13681374.66
3-Methoxy prostaglandin F1α	49295022.55	18725884.2	19155335.4	16471335.77	147153607.9	42428089.55	109295715.3	66597741.87
"1-(2-furyl)pentane-1,4-dione"	1788122.59	499043.0989	1105258.895	2827540.583	10346438.37	5921525.602	8317776.299	1594917.639
5α-Dihydrotestosterone glucuronide	623694.3924	473574.7212	1195482.209	777810.65	309691.1517	3971815.807	3943619.86	471740.2697
U-44069	57510353.5	51338835.25	81627088.5	184109740.2	24773930.14	39862676.76	451600125.7	177913288.9
6-(4-phenylpiperazino)hexanoic acid hydrochloride	1409248.632	905921.2319	1641553.897	1188575.681	4762467.089	2897271.509	4194292.446	2151344.18
(±)8-HEPE	3730117.223	2956035.219	4274777.366	2509928.17	34737933.82	11380109.43	23013609.85	26773759.63
methadone-d9	8680633.892	4617706.52	3758777.273	41321910.75	14965432.11	14334025.55	153540728.5	17729715.87
Deoxycorticosterone	3941926.472	2283467.254	22823652.01	7201414.996	4780547.59	2963241.952	24216584.42	6585878.042
"2-(14,15-Epoxyeicosatrienoyl) glycerol"	29584824.1	5281979.154	6069691.87	7069110.687	748555.4343	603562.5215	653918.5775	822666.3951
N6-Acetyl-L-lysine	84933076.46	49552885.22	132318097.8	117821166.2	222073802.4	385021374.3	224363966.4	53035600.65
"2-{2-oxo-2H,8H,9H-furo[2,3-h]chromen-8-yl}propan-2-yl acetate"	683375.8603	423903.5687	2333477.172	498933.2551	9346075.111	365563.509	257874.7183	22370931.94
LysoPC 20:2	852518.8081	638886.7285	778988.8013	779430.3599	4429178.661	596772.4588	2204878.552	654066.5206
Wilforlide A	37637650.42	7409275.045	146891886.1	25823331.14	154764131.8	21322032.02	67691636.08	552833684.4
L-Kynurenine	4798027.067	1802506.613	10303557.42	8670298.351	8269929.585	20490652.75	2262328.916	1373654.875
3'-Adenosine monophosphate (3'-AMP)	543373396	201017208.5	364437857.1	154191302	11209514.38	6518997.735	2421412.468	1497718.356
Ribulose-5-phosphate	7572407.778	6881040.71	468374.7268	798160.7703	172010.5027	94799.09468	241567.1557	217568.2581
4-Hydroxyisoleucine	10587308.42	4787482.949	25604163.59	10725432.23	9857412.543	19883705.42	5405339.701	10018606.78
"4-[1-(dimethylamino)ethylidene]-2-phenyl-1,3-oxazol-5(4H)-one"	5449622.484	3923240.896	15098491.94	10697318.04	11237447.11	12538554.48	16069382.03	5718015.603
APK	350792635	269054702.7	220218900.1	182169421	301459366.6	168781709.4	244085034.2	346905096.7
2-Hydroxycaproic acid	593682046.8	233264116.6	366767213.5	596826882.7	665484114.2	590922557.6	1414314393	533973933.7
MAG (18:3)	105981127.2	138656750	37616770.84	367209374.9	1949364953	2995543312	6140042101	1616845569
6-{[2-(2-oxo-1-imidazolidinyl)ethyl]amino}-2-pyridinecarbonitrile	17503621.13	7305720.903	25430634.1	6677047.367	3361386.635	5524012.087	3642557.124	2649349.18
"9,10-Dihome"	4622314.765	2462109.013	4091484.37	3723016.52	94490540.68	123775130.6	437918154.7	115442797.3
LPE 20:5	9473031.309	14289008.61	2206345.554	1176105.548	542191.1984	219564.6929	380346.8974	442006.269
Aflatoxin G2	4150501.205	1210606.008	4433404.237	1606842.515	452381.4148	266562.2733	765403.339	873910.3792
Phe-Pro	422426.9576	196595.0976	485455.2218	382889.1733	2397666.974	4306799.755	389655.3354	321534.1536
"N'1-(3,4,5-trimethoxybenzylidene)-3-(4-hydroxyphenyl)propanohydrazide"	1585722.055	594330.4627	1852069.268	884735.1911	33603859.35	13479515.93	710770.9358	4043909.685
Citrulline	113365801.5	37618596.6	169853801.2	178220077.9	4764036.425	2061991.086	29205934.34	20431659.57
Bryodulcosigenin	2479054.343	1797354.119	2432251.962	2497071.943	1919921.602	2100292.323	4721643.371	1978575.963
Gluconic acid	596372829.6	1739586968	245891129.8	514961766.1	40407390.46	486944110.2	56380906.55	36291689.69
3-hydroxy-2-(3-nitro-4-piperidinobenzyl)propanenitrile	57868789.48	24251372.66	177840964.7	98864602.46	1360884995	5169456544	12615528.75	10592839.14
3-hydroxy-3-methylpentanedioic acid	23284204.77	14180956.25	2228031.251	5878333.148	3193110.843	1335932.652	1323600.253	543985.7737
Tetrahydrofuran fentanyl-d5	1285686.502	942261.742	1816056.578	1391276.158	1492860.648	3883743.87	18749594.37	1103196.454
Lenalidomide	22672222.9	4049838.913	24731246.98	9706407.841	2465512.459	1684580.108	3371233.368	2943696.409
N-(2-morpholinophenyl)-2-furamide	59479955.56	23982754.24	177027627.9	98763903.21	1350911014	5118479801	13504182.92	10563800.84
Coixol	3721445.221	2899248.766	6834446.164	22016984.67	8918874.708	7931272.653	9046403.785	5763092.05
Orsellinic acid ethyl ester	3875668.43	2208470.016	8450220.893	6433101.982	5819604.105	4009835.427	2819493.649	3905290.955
"4-ethoxy-6,7-dimethoxyquinazoline"	5893784.981	9701529.653	24610378.3	4941831.25	2168819.844	3817747.396	1830337.139	769470.7814
"(1E,4E)-1,5-bis(4-methoxyphenyl)penta-1,4-dien-3-one"	10199908.72	13850047.86	18262413.74	7560284.571	3628878.715	1850409.607	7638563.485	6957068.61
LPC 12:0	4699832.287	3946641.392	24431842.73	6162635.514	303680.7431	473305.3955	556875.7031	343681.5265
3-(2-Hydroxyethyl)indole	44545712.02	8826959.857	94460472.47	158522045.4	22038385.2	363324610.9	84607433.69	256448168.1
"1,2-dihydroxyheptadec-16-yn-4-yl acetate"	2026835.308	1533778.089	2308406.485	326732.6284	6510577.572	3017423.878	1726845.162	10332160.48
Spermidine	3107803.041	1144644.329	6503654.46	1976150.568	1526413.873	445793.4882	539052.939	433974.5851
Crocetin	23358613.03	2119580.782	24132334.58	18053548.82	9176197.053	658957.9245	10313509.17	4113042.782
"methyl 1-methyl-1,2,5,6-tetrahydropyridine-3-carboxylate hydrobromide"	9649308.895	5146300.713	24130101.4	15119126.34	6233226.684	5964738.824	2970840.521	3018507.395
Propylparaben	3822604.644	2189964.047	9511266.476	3884537.234	2656625.085	1381486.057	2107227.257	996422.5299
Nicotinamide N-oxide	3208939.228	1133256.771	8164922.42	3339986.704	886603.6204	320187.81	2942212.495	2141974.815
Linolelaidic Acid (C18:2N6T)	320484342	203260902.6	143298556.8	400432227.2	130297421.6	68398611.08	226290564.9	125023370.6
Fumonisin B2	5484428.098	310876.5257	456415.9564	401936.3322	353904.6469	373144.9681	449900.535	281032.1013
Oleoyl ethylamide	11805682754	22187352341	13305232937	13034997755	1419711928	3411464450	9260439120	15776480832
LPE 22:4	16796430.53	13539569.52	4509207.486	3712146.975	863503.6356	435902.2226	488717.9145	329003.744
Corchorifatty acid F	1862949.282	798717.5823	2521255.361	2594473.811	5672737.353	3697272.119	4899093.415	7336779.804
Quinoline-4-carboxylic acid	6060666.912	2177093.425	23729245.46	7440110.48	4312697.322	1775545.608	6192848.819	7185189.786
Chenodeoxycholic acid-3-beta-D-glucuronide	10138675.71	982741.3825	5418369.992	1372032.256	839915.714	2814867.969	3923827.256	708448.9698
2-(Formylamino)Benzoic Acid	4373255.042	5908547.177	20478697.22	169487466.6	32762894.47	27693681.61	56419315.45	7603575.57
N1-[4-(cyanomethyl)phenyl]-4-chlorobenzamide	12030036.2	10156681.12	20405068.27	17532897.49	99895275.37	68884766.99	1248840336	111831763.1
13-HPODE	186750508.9	65173958.91	142211269.8	49790483.38	853678543.9	616886742.2	1765180541	628538009.9
SPK	57926491.66	54770027.23	111009227.7	11213256.34	543743793.4	150573130.7	227500060.1	155780995.7
17α-Hydroxyprogesterone	5559820.607	2448015.561	4902039.633	8675998.102	7464279.412	2592521.701	858075.5093	1484598.38
N1-(4-methylidene-3-thia-1-azaspiro[4.5]dec-2-yliden)-2-chloroaniline	631643.3658	433801.4898	476409.545	593074.7094	710073.057	902659.5231	3018747.542	227080.3491
Glycochenodeoxycholic Acid (sodium salt)	2883403.909	18792222.55	1161651.446	4236031.07	25935859.93	20551139.1	6705706.943	24669898.87
"1-(4-methyl-2-pyridyl)pyrrolidine-2,5-dione"	4655316.924	1900456.185	23276149.22	7174545.319	13134161.89	12788734.69	1614859	4232158.085
4-(Diethylamino)salicylaldehyde	11469127.34	4513008.409	21279013.2	20755071.98	5418769.04	2747215.131	21447973.26	3382006.608
NPH	13414987.93	1698466.964	23212132.24	1673137.743	611467.8776	568558.189	900709.9597	598078.9172
Adenylosuccinic acid	1980828.095	6124293.671	555372.7958	743275.0187	490714.6357	1099044.902	292587.2733	179076.7333
3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid	46919916.52	24118946.8	85623680.44	42451450.94	34699056.75	16134328.29	17091105.58	17349170.73
Danshensu	9828267.961	6009451.277	8000537.767	3263458.058	653150.67	1595015.41	656635.939	284304.9942
N-Formylkynurenine	2859347.813	1093938.956	2772097.334	1543738.712	733725.203	774637.9435	9201505.945	349148.4482
2-(2-hydroxy-3-methylbutanamido)-4-methylpentanoic acid	26267162.49	1834616.179	21329887.08	3852772.806	1293322.587	2018300.938	1527708.237	1118601.37
10-Hydroxydecanoic acid	2615184.129	393874.6967	8998141.163	697508.6106	732902.8677	1405864.067	2193682.12	1739891.749
alpha-Benzylsuccinic acid	574547.1223	2369319.474	1408639.464	5700458.51	7458962.105	3273039.412	4967496.472	2743761.837
LysoPC 10:0	1185815.666	443766.0225	22963087.3	1693488.05	640362.1431	1212151.269	484591.213	298626.3677
Oxazepam	2487052.293	1628505.705	3375042.452	2839595.346	735016.0273	663033.6201	1520338.009	876865.5499
H-Trp-NH2.HCl	2123514.046	2808531.207	2428199.85	4974492.653	41052961.41	73874475.53	4572674.397	6038907.542
"8(R)-Hydroxy-(5Z,9E,11Z,14Z)-eicosatetraenoic acid"	12034552.43	7280648.203	1576634.827	14552907.57	6200954.229	4520824.119	21166182.57	11774120.94
Spiculisporic Acid	5561118.758	1838762.384	22705603.46	10787499.2	4089717.89	1950653.011	3709897.226	4116702.976
LPE 16:2	597072.5831	918982.9594	451166.5838	178742.4117	494072.3008	222656.3813	7028952.729	359062.8824
LPC 20:3	8069384.313	5926500.584	5288602.015	1394131.857	205712.3308	188350.3165	1444734.65	625546.5442
dopaquinone	4715826.986	1550274.157	10126696.87	10561276.35	17085999.82	13110973.17	7635548.825	3961392.646
Prostaglandin E1	7222004.325	2582252.825	8256884.339	3290772.144	2684439.291	952189.0992	3213517.822	7683704.653
LPC 16:3	74390575.82	236267746.6	26115822.86	26877588.73	1018095.667	889018.7509	629275.254	689890.0266
L-Pyroglutamic acid	99110190.44	57527506.64	134830601.6	99224351.8	237747467.8	306894184.4	53223212.81	118765271.2
"2,4-Dimethylbenzaldehyde"	16832839.85	11063801.74	22120593.18	15275491.01	23618378.65	15784320.99	15121009.86	25810973.67
PC (5:0/13:1)	9420828.413	9685220.855	3511966.091	1970902.91	368161.0777	721723.6548	299450.7466	1250498.924
Taurochenodeoxycholic Acid (sodium salt)	2635761631	34588568.64	289396197.1	52409380.57	639815958.7	366556379.7	292040855.3	264660127.3
Boc-beta-cyano-L-alanine	5936628.798	4892788.574	22128239.67	3567592.571	2046341.89	4189259.561	2579375.073	3081768.573
7α-Hydroxytestosterone	589119.4091	941203.1459	3712800.189	581435.0199	1662752.565	1608251.183	14205568.37	820540.5387
Apocynin	13152053.22	10353583.01	29577008.23	19561800.94	170884082.8	26621311.79	103365587.9	35806498.03
1-Oleoyl-Sn-Glycero-3-Phosphocholine	6484563.545	7650343.769	5521991.775	2919144.468	9090438.253	7688688.793	29261259.04	37260571.96
ethyl 3-cyano-6-methyl-2-(phenylthio)isonicotinate	2653369.86	1279558.371	1761498.809	1929475.049	3709907.175	3442502.601	2540735.809	2155163.961
Dehydroepiandrosterone (DHEA)	5706225.093	1631825.89	5988172.704	4198116.077	14113762.5	1496251.702	5702506.887	25409756.03
19-Nortestosterone	7981845.057	4330374.608	7299212.177	3341416.722	25303571.15	4832374.685	14880368.74	6312133.097
2-oxopiperidine-3-carbohydrazide	1191797.45	793010.8893	8497498.937	1744331.061	1211943.916	2001119.515	208592.804	757059.4682
Lithocholic Acid	187117634.7	72141389.79	531208971.1	152034524	787162353.9	3863804.816	10244118.64	2458804891
LPE 13:0	5875005.008	1341935.302	13264749.24	4155546.11	789669.908	431632.7716	20348189.19	882131.2763
Kanzonol C	18243424.49	2416736.934	21797262.42	7062961.829	247780.4968	143708.0768	261685.8232	321046.4752
Urocanic acid	415543774.6	228540584.2	296217506.3	224089990	17671710.97	11667933.81	74657764	14908627.46
Pentadecanoic Acid	161137364.7	100422334.5	167001538.9	151847032.4	10632783.74	400820.7592	74418718.2	34801347.69
"4-(3,4-dimethylphenyl)-1-thia-4-azaspiro[4.5]decan-3-one"	4770829.144	1500833.024	5791171.695	10947862.46	8710193.502	17257484	4178402.511	801062.1111
Methyl 4-hydroxycinnamate	3156463.631	176173.8974	3312800.009	3846578.522	399699.9238	397279.7421	504384.9164	1228391.334
"7-{[(2E)-3,7-dimethylocta-2,6-dien-1-yl]oxy}-2H-chromen-2-one"	16319332.1	2447811.252	21525260.11	4515112.163	1389886.098	1057965.631	1072446.872	1574011.964
4-Guanidinobutyric acid	4771954.441	2177237.457	10585764.79	1675606.895	4409132.787	5021658.816	20049658.77	17731244.63
"7-(2-thienyl)[1,2,4]triazolo[4,3-a]pyrimidine"	15354934.42	12168299.16	1374434.006	1158562.763	1113502.423	862817.2653	715368.7105	679923.2624
"N3,N4-Dimethyl-L-arginine"	377146655.4	226823731.5	124900836.1	215682660.4	150938933.8	254686122.5	2499369.534	36046248.33
Melatonin	4127990.487	342084.6657	5298475.318	7803785.228	9023424.136	17126114.8	1106722.047	469780.53
N-Acetyl-L-histidine	7462388.07	2046662.104	7615822.079	4785426.365	2514571.397	1508027.875	2321575.562	1736034.025
Guanosine	39919242.98	30511020.29	21828789.88	16576947.63	118694.0188	164006.8205	130823381.9	357349.8156
"2-(3,4-dimethoxyphenyl)ethanamine"	1157149.75	502091.5935	4545969.29	3027473.616	687851.7778	775834.4555	1167600.193	916656.1669
2'-Deoxyadenosine 5'-monophosphate	8925909.149	5453848.537	317194.6161	2512507.839	462836.3574	267702.6695	281958.3852	146260.5024
Glucose 1-phosphate	1611051013	1509919364	30380867.44	12948427.11	26382571.1	66338979.6	25624097.38	10204621.72
LPC 19:0	5618647.039	5506405.039	6680427.622	2022765.045	70374.22014	258031.4283	67901.59265	154787.968
Carnosine	17392392.03	11945873.71	6668295.825	3659640.256	3234142.701	3162875.028	2846410.638	2534480.14
Xanthine	127393624.6	61967238.28	393393060.5	252766714.2	1859704.622	1031594.542	15887732.17	656008.1622
All trans-Retinal	1934031.486	1844499.868	2434906.184	1865651.183	4896407.419	11689718.4	7694207.799	4878009.212
Feruloyl Putrescine	6938379.318	23624992.27	14047659.87	150828315.1	11137536.15	11428287.01	18462088.73	20081751.22
Berberrubine	3771363.276	1851835.1	20763405.57	2554791.72	537389.0918	514464.1281	518578.9895	476153.6361
4-(4-cyclohexylphenyl)-4-oxobut-2-enoic acid	250555.5881	170032.319	459677.8966	435514.1631	2449583.697	2561792.859	1523933.634	1345957.337
4-oxo-5-phenylpentanoic acid	11805392.82	7208081.218	20723257.85	15789388.57	5645961.941	7945809.133	6697774.397	5784235.396
LPE 24:4	9119279.799	11635366.8	964768.5602	996638.5239	254488.8118	180813.7592	164061.8914	191431.73
